id,is_iceberg
dc52f6c1,0.00028300285
b03a59f9,0.0015200377
129ed4b0,0.932343
fb611563,0.98373973
ac32e6f1,0.70747674
c05c5ab0,0.5748368
3163d5ed,0.0005348623
02096ca4,0.049966842
e92496c0,3.8278546e-07
1a9e2c50,0.976994
0864e334,0.92493916
d976faeb,0.8889191
1d7b342f,2.2708035e-14
281bc1ea,3.6354464e-14
bea9f0cf,0.6088552
f4afa0e6,2.015345e-15
e1b5ef69,0.22345081
b50539fd,0.9997332
2a8c9c15,0.64751965
157ebb0c,0.97124946
247d3614,0.042364717
0c6cc0cb,0.7592684
aae88d39,0.00074368715
0c77b464,0.649405
963cf5ea,0.94338286
1b371d8b,0.88953507
225bc00f,2.9167713e-21
bc0a4eec,0.03411609
1099782e,0.0042277277
a18feadd,0.90713817
ad7f4932,0.051830947
5f8f831e,0.6172081
b5167c35,0.008635461
0230b06d,0.62753755
f8d7f7ba,2.9841726e-08
08bd1053,0.01889053
58e4dc8c,2.009099e-09
4793ce8e,0.34497333
304caab4,1.420129e-12
f2ee6d7f,0.99131906
e1f9c0e4,0.70241153
8e40401c,0.43826038
5d9eaba2,0.66737735
55e7562c,0.00025171041
9da6cb4b,4.0160434e-22
c3c1c8ec,0.0
3b38698e,0.0016595721
6c9eb909,0.11064604
482a3d1d,0.14285314
0e9918f0,0.6769809
ef894fd2,5.936814e-32
4b82e7f7,0.9952526
b9cdd7fb,5.605791e-16
94a496f4,0.30022192
995eacae,0.9883498
41b02e58,0.9975805
69f04617,0.93777525
c889a03c,0.99019873
91f98acf,0.9999138
9135c19f,0.9995669
1f0e9c09,1.0333515e-13
260d6e8e,2.5212978e-12
46334397,0.0001373291
f34ddf31,0.0002464056
4d6177d7,0.638786
76a57270,0.7400763
217b8cea,1.9609814e-05
9a45a566,1.0
1b55c75e,9.609819e-18
7bd92ec6,0.99931896
6c409f41,0.6170897
df3e48eb,0.0017842054
62723e57,4.6269714e-22
b8e627bf,0.000106265536
86bb5d85,0.021861434
77e5034c,0.9650579
607079e5,0.64070845
96879fb4,8.131461e-05
6afe606d,0.9759362
4129802f,0.78063387
a42300ef,0.63448364
1af842f5,0.9800005
3fe57d78,0.99782866
f4e60ed5,0.9855827
68c8337b,0.29633886
914ed5b5,0.69532526
a6bb5987,0.56466
c781c439,0.6317832
47a1a25e,0.06867376
80ea0713,0.9376416
a9d001bc,3.8599723e-08
f94d098a,0.0045076013
3e230e0e,0.9350307
24afa485,0.9819976
bc37db7f,0.929449
83f99e4d,1.5633767e-11
1a8d86f7,0.0022970736
38136419,0.5629992
d393e637,0.94466794
36902570,0.9772664
327f7b25,0.97796726
3f8543c6,0.9995382
a0d42a70,0.7674022
e07ba430,0.65793085
c6e53803,0.954703
fec4dad8,0.58276415
933fc5ba,0.7067728
c27eda4e,0.9731324
9b94d2c2,0.002562523
a2dbdb31,0.0026914775
816258dd,0.21000087
81f11218,0.9449482
c4bd9d04,0.94488466
c6ce9bf9,0.0007969439
a7b3cc29,1.4093193e-12
527870bf,0.5622856
9af26068,0.99998564
0b591e70,0.9886297
2b1e57c5,0.2735198
194db786,0.952206
e09ba644,0.99805295
fa2ed3e5,0.99902856
1ba92726,0.79366463
8c8f45b4,8.826084e-30
f8889f44,1.0
598e255b,0.00319165
45f1aa7a,0.2671874
022956a3,0.9999994
d406064d,0.686813
76617947,6.7452645e-29
d0e5dccb,0.96237785
33271da6,0.65962327
0840e2b1,0.39982337
521a9f4d,0.870174
7286b1dc,0.87543404
5b6acc2d,0.97966605
e034cd34,5.7234422e-25
46577660,0.002057016
bb4d6f24,0.9055538
bfc7a3f2,0.8895054
abc66be8,0.024644822
3627189f,0.99844956
e49a77f6,0.9975199
a209d7ee,0.91335475
dee69cf6,0.87185234
9a6261a0,0.01473251
a8e444c6,1.4549818e-28
a6a66a28,0.9973687
db7022ff,0.007763922
0dfb45d9,0.72649175
81c983aa,3.4056898e-06
a98fb5e1,0.96208245
99e004d7,0.9999817
d16e5fbb,0.9416275
3c352f9e,0.015857369
12202699,0.0012392402
86af0236,0.70466715
f3703e6f,0.526005
4a71dc34,0.88334453
321edcdc,0.30149162
e365a657,1.0
45755c9c,0.002168864
873b0829,0.9999981
72ccd009,0.0012850761
205243d9,0.92621136
d9202f36,0.0627577
9d0c30b0,0.5933013
56644ace,0.27047765
c63f527f,0.48631102
bb84b9bd,0.91447926
6f68caf0,0.50932944
8492119b,4.5066996e-31
71bde48d,0.9848434
d2d6e2ba,0.82020414
6f4b309c,0.6727885
b3cc5ba3,0.91549873
fee39547,0.5759738
4893137a,0.99075776
e283c4c4,0.38899916
25bac62b,0.6811024
8fd88dd6,2.5675643e-06
b48c104e,0.7021206
221d500b,0.039467245
8f0de087,1.5678447e-10
32342e03,0.0007649064
a8da99d8,1.4244189e-05
93203755,0.7563595
d3c88528,0.97041935
0d7a17b3,0.003054887
bd72f5ec,0.9999814
e953c0fd,0.9977578
e730b6c6,0.9881083
c086033a,0.004164338
a521d303,2.033252e-06
b023957a,0.9838013
3e0f04e8,0.9985739
60647cba,3.5915045e-13
2f5c43a8,0.67858684
b54ba69b,0.7920302
eac962ff,0.54585254
7e2a3763,2.452896e-09
9362d863,0.12152746
8f1b833c,0.6639703
79727ff5,3.3822266e-06
62614c75,0.62448364
75a03adf,0.13285464
cf138392,0.6219807
bf467a96,5.06957e-07
c8b34651,0.9696974
105a5c54,1.1542394e-05
bf6de75c,0.0064956546
060702c8,0.8480909
921bad2c,0.9443487
e0d17eb0,0.6715101
9a3825c9,0.6530263
8eda717f,0.0007123053
78906e0c,0.99987864
c60100ad,0.97356725
90a72a52,0.98673505
d80e4ed4,0.30349207
339cd0d2,0.0008253753
d99de899,0.55997854
357e20d1,1.5006744e-05
a4d190da,0.049517274
bd226217,0.91184115
476e2771,0.9960815
4e483506,0.98642164
f70ea081,0.98778164
4645e56f,0.99858034
e6d05940,0.9489279
f8b3c6af,0.91711795
c89d6aad,0.9907471
0cb57f6e,0.7704048
86a4be46,0.0154619515
75e62d7e,4.2843386e-25
ebc36374,0.07553214
0ebcb731,0.80695784
24d000c5,0.0033209026
f3c9a4f6,0.7822493
1bc59730,0.19790554
47ea0bff,0.467224
cdeccfdd,1.1808038e-14
15e09a1d,0.24972665
00652788,0.9633386
23649c84,0.5498079
91188a77,0.0025744736
eaca8580,0.99964476
4ce9daeb,0.5984694
d4220673,0.68365616
b6a87aef,0.8557389
8333ebed,0.9839015
950a3453,1.0
7074f6c9,0.19402593
98a02caf,1.1915388e-05
59c8d2b3,0.99653065
d99d13bd,0.9593115
de86f1cf,0.9959598
8f4b1985,0.9925286
a7779b04,0.2679898
2caeab11,0.4956053
16aeea7c,0.2747792
b9d19ab9,0.5662851
29c5d2fd,0.99867344
efcefa55,0.69575554
099161c3,0.7940661
12b49195,1.0
96a1ce13,0.9727242
67964b4f,1.546157e-14
b61c605c,0.00058084726
bcfc0f16,0.107760906
bf0cb956,2.7021108e-16
12f6aa7d,0.5627969
f36f3a0c,0.99998546
83490492,0.2627942
e3b62b60,0.07604301
20b27d66,0.9996791
25c3ce93,0.8221549
67a2ff0b,0.7456428
9b2d3c1a,0.9747827
8ad51f7d,2.1229635e-12
14137b57,0.99624944
9ea5aa79,0.0126874745
5ea1d2dd,0.8374593
979c867e,0.859097
7ea1e1b6,0.23658016
d65520ba,1.0
765ad2e2,0.532218
d2957326,0.86629164
24349e24,3.767481e-11
fd8a2ae3,0.027216196
b282d98e,0.85031825
3eaa7a61,0.00020742416
16533dd4,0.9777645
4adb68d7,0.9889089
565005b9,0.5729915
51d86e0c,0.96376765
30635642,7.2809905e-07
d9480a60,1.0
b2647128,0.13737273
20478c55,0.99895173
caa0d105,0.13063791
474f4534,0.42081496
d51e3867,0.93187934
e5d1bba7,0.29669973
e7000b2a,6.4621177e-06
78f06b79,1.4327149e-08
8a9f4bee,0.9688066
3d716bbe,0.954999
6e1ddef1,0.0003195107
9826f39a,0.0003888011
3fdc82f7,0.55313206
31f013c3,0.2039665
97a9df6d,0.9510999
10e65294,0.21857458
0bdca1a5,0.43043807
374037fa,0.29982293
1d1a0cec,0.7140604
d415c5ad,0.004235387
ced1306d,2.4901605e-20
f43497f3,0.22869688
ffd13a9e,0.99552786
6f67148e,0.9998392
be322b68,0.9973596
af209b44,0.03928727
69b53a4a,0.38520488
4c085180,0.0048030913
608cea18,0.9703374
f8bebbfd,0.31942195
ae16855d,6.876221e-24
dfc700b3,0.9883966
e3bdd9ac,0.9594163
87a8ea20,6.893195e-05
3c3da9aa,0.90938896
76c882d6,0.005406171
9e429645,0.9564365
7dc9c990,7.991176e-07
f38d53ef,0.5581666
e1785b6e,0.000985831
80c673fb,0.8744116
a8b8c20b,0.73154706
6a1ff150,0.9526872
2f68d4fe,0.053937376
c462ec65,0.9731517
c374d5c4,0.96746016
d20769b3,0.6572544
c467fe4d,2.4006724e-07
1356229e,0.56040895
b1532127,0.089683294
3777ee22,0.9998507
4ba6023f,0.961781
08504ae6,0.13486955
5e0b4cc5,4.113548e-05
249a0c1f,0.9950037
24b3497f,0.09453496
9edcf494,1.0
53297290,0.04107657
6d3a269e,0.95474076
1b0d38fc,2.7165913e-12
02747427,0.86054164
38867253,0.96450293
c392dbd0,0.68498987
8939734c,2.5004961e-14
097ba3af,6.3005386e-34
30f0f835,0.08478117
bdab1bcf,0.5943668
1070a984,0.953037
c41b8a90,0.9618991
86a3b5cc,0.71317995
d0a3719e,0.6044389
b1a8067b,0.97939587
911bc6aa,0.23986661
67a2d0ac,0.99884725
11447262,0.00028294325
12fd1375,0.25361595
f2898538,0.8185581
0e7355e2,1.0
bc2c87c8,0.9998574
94001156,0.00040623546
d5855224,0.68926114
a3c1a552,0.00013461709
edcf54fa,0.014776289
a28b90eb,0.707058
63cd028f,3.409394e-10
dbc79657,0.06596112
bc856bf1,0.111879915
c7e25a70,0.50832903
9771b119,6.653878e-13
836db0d9,0.0031226277
f5685d3e,0.54314584
bb04299d,0.2582245
163a9d23,0.06539288
5283c614,3.091454e-18
2276d5d8,0.09021434
ccb77e34,4.3329358e-08
d4a75bf3,0.14151853
e15f46ea,0.99967426
992a45ba,0.28397804
056e7768,2.1467266e-27
a1dc016b,0.7462672
38db82cd,0.0048306584
3295f3ae,2.1748336e-05
a6ff3660,0.30449682
5981b799,0.988013
2636d79d,0.9999999
7a8521e2,1.3712073e-10
9b53021d,0.076664746
0a37be18,0.9956498
a8676e55,0.9954362
3488b8fc,0.1603879
b86d4006,0.8649227
33888635,0.9995097
aa9ca5f9,9.597448e-06
08faf0f6,4.5113056e-14
5320cd26,0.0006220937
2c57fdaa,0.5760854
d467ce62,0.98105806
888a568e,0.9978491
88d6c838,0.9667622
8f138517,0.8273076
e1108dc0,4.129874e-08
9e9cd6c9,3.3645968e-06
ab893af4,9.3899547e-07
4d4b30ba,0.63021797
7ce15e26,0.99857855
dbc45500,0.0012789369
6a0cde3f,0.9026295
2658014c,0.2893669
08d20604,0.014365792
03c83dc9,0.0476889
d741ccd1,0.010037184
992d48b6,9.856067e-20
b1ea3253,0.86133844
da379e69,6.840719e-05
73b429af,0.9921315
2aefe712,0.99458015
1e3634f9,0.9954991
069ee09e,4.9452414e-17
a7970f81,1.3198592e-11
23084d2e,2.8106313e-15
ac57710a,0.8784812
02553267,0.6673237
0971c6c7,0.00022375584
cdb7f1fe,0.8634901
d3af3f60,0.30178916
59daf44b,0.6530437
c2169934,0.89596766
da03b56e,0.9984693
474ea404,0.54806966
f686cdc4,0.60945773
f865b354,0.00080639124
106df554,0.55363774
e5637171,0.999825
cba8985c,0.2046934
cc09c9ce,0.41727546
0b85b33f,0.89035606
92f20625,0.9987136
6b1379dd,0.90888274
ed2b1df1,8.0467726e-07
325124e4,0.0030199885
7455c944,6.2557674e-11
fd68ccc1,0.99671173
8df9100d,0.88317233
c406df9b,0.24020621
4978870c,3.0804573e-19
383f95d6,0.005774647
aba96bbf,2.3435044e-13
6bba66b4,0.2495138
b86fa0c9,0.080592066
a2abc369,0.9296942
0b40c014,7.035851e-05
d45add48,0.5149639
00193999,0.9747233
c2f1b710,0.34006464
53750c72,0.13131475
3137ef1d,0.94790334
bc6b8e2a,0.27381518
7cb546c6,0.9974067
d59a2349,1.0
04d04b9a,0.9938495
05ac1343,0.08245221
2917895f,1.3126554e-07
342a1d01,0.9956862
78309e4b,0.44501138
5c1a5aba,2.6118878e-06
fae57f79,3.9111233e-06
23821d71,0.79598045
5780b19d,6.720524e-16
11c67865,0.60732216
8564f114,0.91857946
ec7d0fdd,0.89941514
9a0446b8,3.9138078e-07
5f5da69d,0.2932082
7a11839b,0.9898902
763c9bbf,2.51454e-20
15a7b5c5,0.0020368993
e9c7e251,0.02442184
2555c207,0.486911
ec8d9784,3.24048e-20
08fd9d10,0.023043752
9504ae29,0.0047783256
0b91a24d,0.87890506
e62e6cfe,0.8971199
5d1291bb,0.9845933
b3c1f2e7,0.044086218
c6a8db21,0.026201934
f2c137fd,0.95050573
b61e8155,0.26728007
45b9ee35,0.6791822
8fe9c49b,0.8985899
b98ceb09,4.122495e-14
70c4a435,0.09528285
d953d111,0.8797866
da7de86e,0.825534
519f8611,0.7401387
75eefdc3,0.041461706
62412092,0.54543257
de8ec010,0.5858531
ee6121f8,0.58349514
412b66e0,0.3980001
7405c131,0.6079819
efff4306,0.9574994
5658d679,0.9999903
617f88fc,3.329344e-05
a120100b,0.005204171
0971369e,0.97700703
83f7fe7b,0.89594114
12437da1,3.9398338e-17
8e7f96a5,0.073896796
a08237de,1.41879245e-05
a013bd6f,2.6695325e-05
c6fdd404,0.9787624
317e2af4,0.21991894
dd9878c0,0.7434602
42e76a51,0.99985254
022f77e3,0.16568124
cada3682,0.9918861
53074f1f,0.9990311
e6c19679,0.31880087
dfb69b8b,0.0015008152
e1572941,1.0
8d549cd2,0.1565327
6913594d,0.881194
6e528fd6,0.99952453
c8b037c7,0.0035375357
c3b6c880,0.9792907
9684ac04,1.4725565e-17
6d974acc,0.52698827
57b10462,0.42844382
b2373298,0.002366066
8e946e10,0.97367656
6acee7de,0.7423783
8ad7cc2f,5.906989e-34
8e6e087e,0.5202695
c3e46df5,0.9346774
f6983f34,0.55217344
8130a3aa,0.1430259
0f11be03,0.77312934
766073e1,0.8907865
e67f6889,0.9790791
148a0930,8.9962356e-05
b333ff97,0.66100144
1c148a28,0.97787046
ee0b02d7,0.5548668
fa1c5f6d,0.8914198
9b12ae1f,0.00014826655
3bb60b1b,0.09407407
096e7594,0.3562578
ac98996a,0.44286978
1b7b9b9d,0.9833666
61b2ac6f,0.51703775
2bd414a8,0.57234377
73d12826,0.6483495
29f7ec33,2.2957056e-06
265f8aa8,0.99276114
0d6be675,0.26250824
a00ecdf6,0.97618747
c414328a,6.5902475e-20
d47de87e,0.98138666
376f984f,0.99844104
12a35aa5,0.41330966
8ecfd739,7.6919314e-05
2cbc30f4,0.0075017214
aa4bdf31,0.55421185
69d18f51,0.95076156
50cd4394,1.0580087e-23
bda732e1,0.95296377
8e77e385,0.9647794
49dfd51a,0.004401833
b0a3e728,0.4259843
518061ec,0.27193338
bb306c8c,1.0
1b2cf099,5.777998e-05
e7c405e4,9.044304e-11
1fc79c9d,0.0011479557
3427cd60,0.99981827
8fc604cd,0.9999734
0981acfd,2.4143336e-07
512e9c5c,0.71458197
ae9f2426,1.7557172e-08
a8cd44c8,0.9859764
acac91c3,0.9995542
35988937,0.37540337
2a2dd539,0.22938061
3f971e0a,2.6142459e-15
7e09131c,0.81157506
82726c59,0.7827454
ec4c3dbd,0.66718626
2a851255,1.4786857e-18
2cebdab4,0.9936915
013b617b,0.5991484
21a8603a,0.8879297
fe2f2579,0.46345007
df069a3d,0.7342185
595f7f57,0.73449486
081bdb0a,4.88453e-26
6f8e7b3a,0.62059665
d1824fe1,4.598147e-16
3ddc6778,0.6812457
57e4244d,0.8620676
18e2e176,1.0
7394cdbc,0.9982194
19821b41,0.80118394
12e9563c,0.98784626
b96c9ed9,0.99775183
096d9c1b,0.043166697
97454a30,0.97662014
43b6c5d3,0.9991883
2c58bcc5,5.270016e-05
0c71dc02,0.8710251
f7cd79b0,0.5774688
922ec513,0.00032621622
561b6b2c,0.54091275
32913f04,0.61585027
77aad507,0.07607281
d62d5a9c,0.79061556
be70bb3d,0.8086835
84920252,0.842661
b9623d93,0.95995796
ba925eca,0.14940768
181ecadf,0.25299656
6fbcc9e2,0.5042056
57d5b182,0.9727749
d3013a36,0.044881195
21cafb54,0.23449641
d1a6cc74,1.4450228e-13
c4017d47,0.010141045
22e05854,0.00025132298
7eb53ec8,0.9850483
c77a806d,0.9878614
c114c951,0.9997566
71495521,7.123666e-08
98bb1260,0.39383623
546ec108,0.84657466
78f39102,0.09899777
26b6379a,0.34976903
8cb14c23,0.0066548884
75892ee1,0.99503493
3d31d65f,9.586876e-15
30784a7a,0.9995878
efba2a23,0.9980453
9fcb2c5a,1.7630362e-19
9910ee7e,0.0017636716
dc97b587,0.48812497
7732ca72,1.5998555e-06
c4bac1f1,0.7447052
a80ddf30,8.564036e-15
fe79c536,5.3032015e-14
84e34259,0.9998555
7db3b563,1.1678777e-10
5e946e6e,0.8929853
76881bf4,0.98827976
7c606237,1.7426571e-10
7aa06d7d,0.79574156
0d035cbc,0.06632921
0838e69f,0.0028766692
f6715e39,0.99744594
499004bb,0.5378043
4cefc9ec,2.2271257e-24
ded95f0a,0.9922143
073112c9,0.0034546554
96cb4df4,2.4576023e-13
0962de0b,0.9863224
cea18b7b,0.9897509
75463cb0,0.23174891
4a59c201,0.2813517
29d46646,0.5267972
e6134ca4,0.007639587
445ae936,0.9936441
420d8dda,0.99906814
bae1b5b1,0.00793162
9f49327e,0.6852995
18b52f62,0.968048
b02bb341,1.305299e-05
e5be8689,1.1421342e-05
b5b85b95,7.067758e-06
b94f72e3,0.79218113
a79114fd,0.3618363
502ffafa,0.99966013
b8e274d7,0.6058239
e37f8f63,1.1970244e-10
c8a5c9d9,0.051640064
d574bf84,0.72718704
88bc1b71,0.9975873
3261e3ee,0.9956008
e65424cf,0.01031369
706d2090,8.2776784e-17
94d4c49c,0.14194426
51ba3d48,0.35227188
fdd4c395,0.77797925
12eed563,0.019623041
f93627e8,0.99856186
df51a7cd,0.54620904
c84092af,0.8165767
514a25a2,0.0022641718
5d421481,0.36031204
d3859efd,0.9124346
eb024725,0.00043034554
0d8537a5,0.7962981
fe708ff7,0.6980867
1790bbf0,0.009195745
8a30487e,0.26701862
70a01d16,0.0013141036
89bb7fca,0.8654292
398c1300,0.00063201785
41b43c73,0.96178603
72d2839a,5.1783513e-07
beeb98cf,3.7236285e-05
c409f194,0.00886786
0c654278,1.2644191e-05
fb155295,0.8861084
103d1e1d,0.99727094
6c755ff3,6.797029e-21
3722a062,0.7305744
90611922,0.39856005
77b432f1,0.99916196
ccf53246,0.97843206
4c52089f,0.5659283
81e05676,0.25335294
732c51d0,0.013285458
b60c6094,0.37310845
2e9db48a,0.9894247
68cdc732,6.5681607e-09
e1f9dbd9,3.5161744e-08
31fd12b9,0.63810164
72bd3e45,0.5800698
84e2f1ab,0.56823266
b4b6d3d0,0.2165311
874d507a,0.8428398
44775bac,0.99999905
83dfaf91,0.017196447
a9a1cc1e,4.258303e-13
227de452,0.0
14519bcf,0.99999905
970a9821,0.6278188
e84230ac,0.0
550e4ebc,0.0004874766
5e98d635,0.00021579862
667d386b,0.8264185
503fefff,0.49235782
08bcb429,0.23225361
90c293d2,0.04364848
bbc84c36,0.808122
3facaac6,0.005111605
e8d1bc63,0.31283087
0ba50202,0.063332915
9d947517,4.122922e-28
e084ed8f,5.4639913e-05
7051b370,1.0
910f551e,0.9944601
8d238915,0.27881452
e7238f30,5.468685e-10
a658f1ba,0.14925572
0b4e7093,0.98632675
4d59af79,0.6437416
99a7b417,0.74059737
e5798365,0.51978517
078c699f,0.8956525
b2cd6017,0.65670353
89b3960f,0.999917
104d981d,0.9881066
05e410e9,0.23772025
44556da6,0.99346757
207e5145,0.9903273
390ddfc0,8.995447e-05
2e82728f,5.3870497e-08
4245d2cc,0.99999905
d43a187c,0.8500779
52b60236,1.4321777e-14
cc22996f,0.33208704
bf08f16a,7.6918813e-29
47dea2c3,0.6535375
22ac0bab,0.55111337
49c670ad,3.3456984e-16
1040e727,0.03085035
f39933c4,3.026418e-06
30474ea4,0.9862566
73978670,0.6562663
527ad437,0.99085444
78f83e41,0.864596
12921cf8,0.98811185
b960192b,9.853955e-10
9dfaf61b,4.343878e-18
cec954d2,1.0335362e-14
00bb437f,0.962649
06458d98,0.41176516
37ba4455,0.0027159452
2feeeaf3,0.99614096
06c83a48,6.0517e-14
dfe4fd55,2.3374755e-15
0b7fb9da,0.0027971566
52d1ae5f,1.8968125e-15
0ef51267,0.3858416
0d9822ce,0.9744551
bcad7099,3.009848e-17
a26a7454,0.03087923
93b7cc9d,0.9200506
dcd0ddc6,0.0027467906
16655d5c,0.8780513
2a6150ae,0.99725723
601fa9bc,0.10585302
3644a31b,0.8323333
396254ec,0.036606044
b01bf536,0.73748815
ff13313c,0.33970597
18c308c7,0.8346077
50b69cc6,0.9980048
76bd6e6a,0.636407
74c587bb,0.9989898
11b26a63,0.85210514
bf2bc384,0.74988514
075634d5,1.2902514e-15
7b1e388b,5.617319e-12
8eb02fc2,0.987078
5b09ed4a,1.0
371b935e,0.94423187
7a1cbaab,0.4630597
c5c72595,0.9713393
c5ea95c0,0.7174342
a5b61d35,3.0865398e-05
2c252c46,0.99979496
7d8e52d9,0.33316073
13fe65d5,0.52463704
a3d2abc6,0.605792
9248daa9,0.67607427
605470fc,0.67298037
38717ccd,0.9979509
1144cbd0,0.98460656
6d32e09b,0.65379816
89b138f7,7.0637003e-12
a83f69a4,0.05098635
68b7f89d,0.6614121
a0998397,0.74589866
7e20006f,1.27168655e-17
93b12419,0.8962299
475c5a35,0.6997993
67f42c90,0.3941345
45a114e0,0.010213107
41a59ee9,0.009375632
6c2c6a39,0.349905
9f840a7d,1.2122769e-24
